id	terminologyId
90786814	62151000052104
90786815	59901000052102
90786816	56421000052109
90786817	500081000057104
90786818	500041000057108
90786819	64641000052102
90786820	500071000057102
90786821	500121000057102
90786822	59781000052106
90786823	500051000057105
90786824	59811000052109
90786825	500221000057105
90786826	59831000052104
90786827	64511000052102
90786828	53351000052100
90786829	53361000052102
90786830	60391000052106
90786831	62201000052106
90786832	66831000052100
90786833	68591000052102
90786834	59761000052100
90786835	60041000052102
90786837	113471000052100
90786838	59841000052105
90786840	58181000052100
90786841	63421000052107
90786842	60401000052109
90786843	60411000052106
90786844	60421000052103
90786845	67031000052107
90786846	46051000052106
90786848	62171000052105
90786849	56431000052106
90786850	62191000052109
90786851	53371000052106
90786852	53381000052108
90886603	60661000052106
90886604	59851000052108
90886605	68661000052109
90886606	67081000052106
90886607	67051000052103
90886608	67071000052109
90886609	60381000052109
90886610	103491000052103
90886611	59881000052100
90886612	60001000052100
90886613	59861000052106
90886614	60691000052103
90886615	53611000052108
90886616	68581000052104
90886617	73171000052105
91031858	141000181108
91031859	161000181109
91031860	321000181100
91031861	2571000181104
91031862	3661000181104
91031863	3671000181109
91031864	14751000181109
91031865	2361000181104
91031866	36731000181102
91031867	261000181104
91031868	361000181106
91031869	241000181100
91031870	281000181106
91031871	251000181102
91031872	2561000181109
91031873	301000181107
91031874	3591000181107
91031875	2551000181106
91031876	331000181103
91031877	201000181103
91031878	231000181107
91031880	3231000181109
91031881	3221000181107
91031882	3631000181107
91031883	221000181105
91031884	311000181109
91031885	271000181109
91031886	291000181108
92173743	59821000052101
92173744	59871000052102
93062413	98051000146103
93062414	98011000146102
93062415	52801000146101
93062416	117731000146100
93062417	117721000146102
93062418	98021000146107
93062419	98031000146109
93062420	140741000146104
93062421	2581000146104
93062422	145871000146106
93062423	110891000146105
93062424	99051000146107
93062425	110881000146108
93062426	110861000146100
93062427	110911000146108
93062428	110901000146106
93062429	110871000146106
93062430	140991000146106
93062431	140961000146101
93062432	140981000146109
93062433	140971000146107
93062434	11721000146100
93062435	146481000146103
93062436	98041000146101
93062437	41000146103
93062438	231000146105
93062439	8721000146106
93062440	110851000146103
93062441	55451000146109
93062442	2551000146109
93062443	140301000146101
93062444	98061000146100
93062445	97801000146108
93062446	46231000146109
93062447	117701000146105
93062448	117711000146107
9423855	2.16.840.1.113883.2.20.3.210
9423856	23671000087102
9423890	1041000003106
94390704	51000146100
94695703	997321000189101
94695704	997331000189104
94695705	997341000189105
9520974	321000210102
9520975	71000210108
9793601	TMP-s7h9oo
9793602	TMP-s7h9oo
98054653	997321000189101
98054654	997331000189104
98054655	997341000189105
9822201	721144007
9822203	721145008
9822204	733990004
9822206	733991000
9829584	450970008
