rtt_project_id	refset_sctid	project_name	project_desc
99999	669181000168104	Australia NRC Reference Sets	Australia Reference Sets Project
99999	694461000168100	Australia NRC Reference Sets	Australia Reference Sets Project
99999	71000036109	Australia NRC Reference Sets	Australia Reference Sets Project
99999	722081000168108	Australia NRC Reference Sets	Australia Reference Sets Project
99999	722091000168106	Australia NRC Reference Sets	Australia Reference Sets Project
99999	722101000168101	Australia NRC Reference Sets	Australia Reference Sets Project
99999	725411000168101	Australia NRC Reference Sets	Australia Reference Sets Project
99999	745281000168105	Australia NRC Reference Sets	Australia Reference Sets Project
99999	745301000168109	Australia NRC Reference Sets	Australia Reference Sets Project
99999	745311000168107	Australia NRC Reference Sets	Australia Reference Sets Project
99999	773111000168109	Australia NRC Reference Sets	Australia Reference Sets Project
99999	775371000168103	Australia NRC Reference Sets	Australia Reference Sets Project
99999	810311000168105	Australia NRC Reference Sets	Australia Reference Sets Project
99999	852631000168103	Australia NRC Reference Sets	Australia Reference Sets Project
99999	929360021000036102	Australia NRC Reference Sets	Australia Reference Sets Project
99999	929360031000036100	Australia NRC Reference Sets	Australia Reference Sets Project
99999	929360041000036105	Australia NRC Reference Sets	Australia Reference Sets Project
99999	929360051000036108	Australia NRC Reference Sets	Australia Reference Sets Project
99999	929360061000036106	Australia NRC Reference Sets	Australia Reference Sets Project
99999	929360071000036103	Australia NRC Reference Sets	Australia Reference Sets Project
99999	929360081000036101	Australia NRC Reference Sets	Australia Reference Sets Project
99999	933437921000036101	Australia NRC Reference Sets	Australia Reference Sets Project
99999	955601000168105	Australia NRC Reference Sets	Australia Reference Sets Project
99999	955611000168108	Australia NRC Reference Sets	Australia Reference Sets Project
